Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	collected_by	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	host_disease	Host	Instrument	Isolate	lat_lon	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	Isolation_source
SRR11977854	WGS	300	4551918300	PRJNA638646	SAMN15199829	Pathogen.cl	1904863171	UMASS AMHERST	Chiba University	missing	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8521178	Japan	Asia	Japan: Chiba	CPA	Homo sapiens	Illumina NovaSeq 6000	IFM41359	missing	IFM41359	PAIRED	RANDOM	GENOMIC	Aspergillus fumigatus	ILLUMINA	2020-08-31T00:00:00Z	IFM41359	SRP266808	Pleural effusion
SRR11977855	WGS	300	4531532700	PRJNA638646	SAMN15199846	Pathogen.cl	1899560901	UMASS AMHERST	Chiba University	missing	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8521177	Japan	Asia	Japan: Tokyo	CPA	Homo sapiens	Illumina NovaSeq 6000	IFM48051	missing	IFM48051	PAIRED	RANDOM	GENOMIC	Aspergillus fumigatus	ILLUMINA	2020-08-31T00:00:00Z	IFM48051	SRP266808	BALF
SRR11977856	WGS	300	4255391100	PRJNA638646	SAMN15199845	Pathogen.cl	1796749176	UMASS AMHERST	Chiba University	missing	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8521176	Japan	Asia	Japan: Chiba	CPA	Homo sapiens	Illumina NovaSeq 6000	IFM47475	missing	IFM47475	PAIRED	RANDOM	GENOMIC	Aspergillus fumigatus	ILLUMINA	2020-08-31T00:00:00Z	IFM47475	SRP266808	BALF
SRR11977857	WGS	300	4342638000	PRJNA638646	SAMN15199844	Pathogen.cl	1801069865	UMASS AMHERST	Chiba University	missing	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8521175	Japan	Asia	Japan: Chiba	CPA	Homo sapiens	Illumina NovaSeq 6000	IFM47456	missing	IFM47456	PAIRED	RANDOM	GENOMIC	Aspergillus fumigatus	ILLUMINA	2020-08-31T00:00:00Z	IFM47456	SRP266808	lung
SRR11977858	WGS	300	6023241900	PRJNA638646	SAMN15199843	Pathogen.cl	2476903958	UMASS AMHERST	Chiba University	missing	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8521174	Japan	Asia	Japan: Chiba	CPA	Homo sapiens	Illumina NovaSeq 6000	IFM47453	missing	IFM47453	PAIRED	RANDOM	GENOMIC	Aspergillus fumigatus	ILLUMINA	2020-08-31T00:00:00Z	IFM47453	SRP266808	sputum
SRR11977859	WGS	300	4317771900	PRJNA638646	SAMN15199842	Pathogen.cl	1857317110	UMASS AMHERST	Chiba University	missing	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8521173	Japan	Asia	Japan: Chiba	ABPA	Homo sapiens	Illumina NovaSeq 6000	IFM47450	missing	IFM47450	PAIRED	RANDOM	GENOMIC	Aspergillus fumigatus	ILLUMINA	2020-08-31T00:00:00Z	IFM47450	SRP266808	sputum
SRR11977860	WGS	300	4764815700	PRJNA638646	SAMN15199841	Pathogen.cl	1987955110	UMASS AMHERST	Chiba University	missing	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8521172	Japan	Asia	Japan: Chiba	CPA	Homo sapiens	Illumina NovaSeq 6000	IFM47444	missing	IFM47444	PAIRED	RANDOM	GENOMIC	Aspergillus fumigatus	ILLUMINA	2020-08-31T00:00:00Z	IFM47444	SRP266808	sputum
SRR11977861	WGS	300	6050436900	PRJNA638646	SAMN15199840	Pathogen.cl	2422780129	UMASS AMHERST	Chiba University	missing	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8521171	Japan	Asia	Japan: Chiba	CPA	Homo sapiens	Illumina NovaSeq 6000	IFM47440	missing	IFM47440	PAIRED	RANDOM	GENOMIC	Aspergillus fumigatus	ILLUMINA	2020-08-31T00:00:00Z	IFM47440	SRP266808	bronchus
SRR11977862	WGS	300	4738755900	PRJNA638646	SAMN15199839	Pathogen.cl	1997219749	UMASS AMHERST	Chiba University	missing	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8521170	Japan	Asia	Japan: Chiba	CPA	Homo sapiens	Illumina NovaSeq 6000	IFM47437	missing	IFM47437	PAIRED	RANDOM	GENOMIC	Aspergillus fumigatus	ILLUMINA	2020-08-31T00:00:00Z	IFM47437	SRP266808	sputum
SRR11977863	WGS	300	4921851300	PRJNA638646	SAMN15199838	Pathogen.cl	2065563283	UMASS AMHERST	Chiba University	missing	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8521169	Japan	Asia	Japan: Chiba	CPA	Homo sapiens	Illumina NovaSeq 6000	IFM47278	missing	IFM47278	PAIRED	RANDOM	GENOMIC	Aspergillus fumigatus	ILLUMINA	2020-08-31T00:00:00Z	IFM47278	SRP266808	sputum
SRR11977864	WGS	300	4371169500	PRJNA638646	SAMN15199837	Pathogen.cl	1835823843	UMASS AMHERST	Chiba University	missing	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8521168	Japan	Asia	Japan: Chiba	CPA	Homo sapiens	Illumina NovaSeq 6000	IFM47074	missing	IFM47074	PAIRED	RANDOM	GENOMIC	Aspergillus fumigatus	ILLUMINA	2020-08-31T00:00:00Z	IFM47074	SRP266808	sputum
SRR11977865	WGS	300	3979146600	PRJNA638646	SAMN15199828	Pathogen.cl	1657219845	UMASS AMHERST	Chiba University	missing	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8521167	Japan	Asia	Japan: Tokyo	IPA	Homo sapiens	Illumina NovaSeq 6000	IFM40819	missing	IFM40819	PAIRED	RANDOM	GENOMIC	Aspergillus fumigatus	ILLUMINA	2020-08-31T00:00:00Z	IFM40819	SRP266808	lung
SRR11977866	WGS	300	4649070600	PRJNA638646	SAMN15199827	Pathogen.cl	1922746106	UMASS AMHERST	Chiba University	missing	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8521166	Japan	Asia	Japan: Tokyo	CPA	Homo sapiens	Illumina NovaSeq 6000	IFM40807	missing	IFM40807	PAIRED	RANDOM	GENOMIC	Aspergillus fumigatus	ILLUMINA	2020-08-31T00:00:00Z	IFM40807	SRP266808	lung
